Clase de disolución;Comunidades y Ciudades Autónomas;Periodo;Total
Otras;12 Galicia;2017M01;19
Otras;12 Galicia;2016M12;16
Otras;12 Galicia;2016M11;26
Otras;12 Galicia;2016M10;14
Otras;12 Galicia;2016M09;13
Otras;12 Galicia;2016M08;11
Otras;12 Galicia;2016M07;17
Otras;12 Galicia;2016M06;11
Otras;12 Galicia;2016M05;27
Otras;12 Galicia;2016M04;20
Otras;12 Galicia;2016M03;10
Otras;12 Galicia;2016M02;24
Otras;12 Galicia;2016M01;13
Otras;12 Galicia;2015M12;18
Otras;12 Galicia;2015M11;15
Otras;12 Galicia;2015M10;21
Otras;12 Galicia;2015M09;24
Otras;12 Galicia;2015M08;17
Otras;12 Galicia;2015M07;23
Otras;12 Galicia;2015M06;24
Otras;12 Galicia;2015M05;22
Otras;12 Galicia;2015M04;22
Otras;12 Galicia;2015M03;17
Otras;12 Galicia;2015M02;17
Otras;12 Galicia;2015M01;22
Otras;12 Galicia;2014M12;20
Otras;12 Galicia;2014M11;21
Otras;12 Galicia;2014M10;31
Otras;12 Galicia;2014M09;11
Otras;12 Galicia;2014M08;20
Otras;12 Galicia;2014M07;22
Otras;12 Galicia;2014M06;33
Otras;12 Galicia;2014M05;26
Otras;12 Galicia;2014M04;23
Otras;12 Galicia;2014M03;42
Otras;12 Galicia;2014M02;27
Otras;12 Galicia;2014M01;35
Otras;12 Galicia;2013M12;25
Otras;12 Galicia;2013M11;34
Otras;12 Galicia;2013M10;45
Otras;12 Galicia;2013M09;18
Otras;12 Galicia;2013M08;15
Otras;12 Galicia;2013M07;25
Otras;12 Galicia;2013M06;22
Otras;12 Galicia;2013M05;23
Otras;12 Galicia;2013M04;30
Otras;12 Galicia;2013M03;21
Otras;12 Galicia;2013M02;31
Otras;12 Galicia;2013M01;36
Otras;12 Galicia;2012M12;32
Otras;12 Galicia;2012M11;24
Otras;12 Galicia;2012M10;41
Otras;12 Galicia;2012M09;13
Otras;12 Galicia;2012M08;12
Otras;12 Galicia;2012M07;30
Otras;12 Galicia;2012M06;32
Otras;12 Galicia;2012M05;36
Otras;12 Galicia;2012M04;33
Otras;12 Galicia;2012M03;34
Otras;12 Galicia;2012M02;23
Otras;12 Galicia;2012M01;17
Otras;12 Galicia;2011M12;19
Otras;12 Galicia;2011M11;19
Otras;12 Galicia;2011M10;25
Otras;12 Galicia;2011M09;10
Otras;12 Galicia;2011M08;14
Otras;12 Galicia;2011M07;9
Otras;12 Galicia;2011M06;13
Otras;12 Galicia;2011M05;9
Otras;12 Galicia;2011M04;12
Otras;12 Galicia;2011M03;20
Otras;12 Galicia;2011M02;17
Otras;12 Galicia;2011M01;19
Otras;12 Galicia;2010M12;22
Otras;12 Galicia;2010M11;14
Otras;12 Galicia;2010M10;21
Otras;12 Galicia;2010M09;11
Otras;12 Galicia;2010M08;6
Otras;12 Galicia;2010M07;12
Otras;12 Galicia;2010M06;12
Otras;12 Galicia;2010M05;13
Otras;12 Galicia;2010M04;9
Otras;12 Galicia;2010M03;17
Otras;12 Galicia;2010M02;10
Otras;12 Galicia;2010M01;7
Otras;12 Galicia;2009M12;16
Otras;12 Galicia;2009M11;13
Otras;12 Galicia;2009M10;15
Otras;12 Galicia;2009M09;5
Otras;12 Galicia;2009M08;3
Otras;12 Galicia;2009M07;9
Otras;12 Galicia;2009M06;6
Otras;12 Galicia;2009M05;3
Otras;12 Galicia;2009M04;8
Otras;12 Galicia;2009M03;3
Otras;12 Galicia;2009M02;4
Otras;12 Galicia;2009M01;2
Otras;12 Galicia;2008M12;5
Otras;12 Galicia;2008M11;14
Otras;12 Galicia;2008M10;14
Otras;12 Galicia;2008M09;4
Otras;12 Galicia;2008M08;4
Otras;12 Galicia;2008M07;4
Otras;12 Galicia;2008M06;2
Otras;12 Galicia;2008M05;4
Otras;12 Galicia;2008M04;2
Otras;12 Galicia;2008M03;1
Otras;12 Galicia;2008M02;5
Otras;12 Galicia;2008M01;5
Otras;12 Galicia;2007M12;""
Otras;12 Galicia;2007M11;""
Otras;12 Galicia;2007M10;""
Otras;12 Galicia;2007M09;""
Otras;12 Galicia;2007M08;""
Otras;12 Galicia;2007M07;""
Otras;12 Galicia;2007M06;""
Otras;12 Galicia;2007M05;""
Otras;12 Galicia;2007M04;""
Otras;12 Galicia;2007M03;""
Otras;12 Galicia;2007M02;""
Otras;12 Galicia;2007M01;""
Otras;12 Galicia;2006M12;""
Otras;12 Galicia;2006M11;""
Otras;12 Galicia;2006M10;""
Otras;12 Galicia;2006M09;""
Otras;12 Galicia;2006M08;""
Otras;12 Galicia;2006M07;""
Otras;12 Galicia;2006M06;""
Otras;12 Galicia;2006M05;""
Otras;12 Galicia;2006M04;""
Otras;12 Galicia;2006M03;""
Otras;12 Galicia;2006M02;""
Otras;12 Galicia;2006M01;""
Otras;12 Galicia;2005M12;""
Otras;12 Galicia;2005M11;""
Otras;12 Galicia;2005M10;""
Otras;12 Galicia;2005M09;""
Otras;12 Galicia;2005M08;""
Otras;12 Galicia;2005M07;""
Otras;12 Galicia;2005M06;""
Otras;12 Galicia;2005M05;""
Otras;12 Galicia;2005M04;""
Otras;12 Galicia;2005M03;""
Otras;12 Galicia;2005M02;""
Otras;12 Galicia;2005M01;""
Otras;12 Galicia;2004M12;""
Otras;12 Galicia;2004M11;""
Otras;12 Galicia;2004M10;""
Otras;12 Galicia;2004M09;""
Otras;12 Galicia;2004M08;""
Otras;12 Galicia;2004M07;""
Otras;12 Galicia;2004M06;""
Otras;12 Galicia;2004M05;""
Otras;12 Galicia;2004M04;""
Otras;12 Galicia;2004M03;""
Otras;12 Galicia;2004M02;""
Otras;12 Galicia;2004M01;""
Otras;12 Galicia;2003M12;""
Otras;12 Galicia;2003M11;""
Otras;12 Galicia;2003M10;""
Otras;12 Galicia;2003M09;""
Otras;12 Galicia;2003M08;""
Otras;12 Galicia;2003M07;""
Otras;12 Galicia;2003M06;""
Otras;12 Galicia;2003M05;""
Otras;12 Galicia;2003M04;""
Otras;12 Galicia;2003M03;""
Otras;12 Galicia;2003M02;""
Otras;12 Galicia;2003M01;""
Otras;12 Galicia;2002M12;""
Otras;12 Galicia;2002M11;""
Otras;12 Galicia;2002M10;""
Otras;12 Galicia;2002M09;""
Otras;12 Galicia;2002M08;""
Otras;12 Galicia;2002M07;""
Otras;12 Galicia;2002M06;""
Otras;12 Galicia;2002M05;""
Otras;12 Galicia;2002M04;""
Otras;12 Galicia;2002M03;""
Otras;12 Galicia;2002M02;""
Otras;12 Galicia;2002M01;""
Otras;12 Galicia;2001M12;""
Otras;12 Galicia;2001M11;""
Otras;12 Galicia;2001M10;""
Otras;12 Galicia;2001M09;""
Otras;12 Galicia;2001M08;""
Otras;12 Galicia;2001M07;""
Otras;12 Galicia;2001M06;""
Otras;12 Galicia;2001M05;""
Otras;12 Galicia;2001M04;""
Otras;12 Galicia;2001M03;""
Otras;12 Galicia;2001M02;""
Otras;12 Galicia;2001M01;""
Otras;12 Galicia;2000M12;""
Otras;12 Galicia;2000M11;""
Otras;12 Galicia;2000M10;""
Otras;12 Galicia;2000M09;""
Otras;12 Galicia;2000M08;""
Otras;12 Galicia;2000M07;""
Otras;12 Galicia;2000M06;""
Otras;12 Galicia;2000M05;""
Otras;12 Galicia;2000M04;""
Otras;12 Galicia;2000M03;""
Otras;12 Galicia;2000M02;""
Otras;12 Galicia;2000M01;""
Otras;12 Galicia;1999M12;""
Otras;12 Galicia;1999M11;""
Otras;12 Galicia;1999M10;""
Otras;12 Galicia;1999M09;""
Otras;12 Galicia;1999M08;""
Otras;12 Galicia;1999M07;""
Otras;12 Galicia;1999M06;""
Otras;12 Galicia;1999M05;""
Otras;12 Galicia;1999M04;""
Otras;12 Galicia;1999M03;""
Otras;12 Galicia;1999M02;""
Otras;12 Galicia;1999M01;""
Otras;12 Galicia;1998M12;""
Otras;12 Galicia;1998M11;""
Otras;12 Galicia;1998M10;""
Otras;12 Galicia;1998M09;""
Otras;12 Galicia;1998M08;""
Otras;12 Galicia;1998M07;""
Otras;12 Galicia;1998M06;""
Otras;12 Galicia;1998M05;""
Otras;12 Galicia;1998M04;""
Otras;12 Galicia;1998M03;""
Otras;12 Galicia;1998M02;""
Otras;12 Galicia;1998M01;""
Otras;12 Galicia;1997M12;""
Otras;12 Galicia;1997M11;""
Otras;12 Galicia;1997M10;""
Otras;12 Galicia;1997M09;""
Otras;12 Galicia;1997M08;""
Otras;12 Galicia;1997M07;""
Otras;12 Galicia;1997M06;""
Otras;12 Galicia;1997M05;""
Otras;12 Galicia;1997M04;""
Otras;12 Galicia;1997M03;""
Otras;12 Galicia;1997M02;""
Otras;12 Galicia;1997M01;""
Otras;12 Galicia;1996M12;""
Otras;12 Galicia;1996M11;""
Otras;12 Galicia;1996M10;""
Otras;12 Galicia;1996M09;""
Otras;12 Galicia;1996M08;""
Otras;12 Galicia;1996M07;""
Otras;12 Galicia;1996M06;""
Otras;12 Galicia;1996M05;""
Otras;12 Galicia;1996M04;""
Otras;12 Galicia;1996M03;""
Otras;12 Galicia;1996M02;""
Otras;12 Galicia;1996M01;""
Otras;12 Galicia;1995M12;""
Otras;12 Galicia;1995M11;""
Otras;12 Galicia;1995M10;""
Otras;12 Galicia;1995M09;""
Otras;12 Galicia;1995M08;""
Otras;12 Galicia;1995M07;""
Otras;12 Galicia;1995M06;""
Otras;12 Galicia;1995M05;""
Otras;12 Galicia;1995M04;""
Otras;12 Galicia;1995M03;""
Otras;12 Galicia;1995M02;""
Otras;12 Galicia;1995M01;""
Otras;13 Madrid, Comunidad de;2025M05;14
Otras;13 Madrid, Comunidad de;2025M04;20
Otras;13 Madrid, Comunidad de;2025M03;29
Otras;13 Madrid, Comunidad de;2025M02;36
Otras;13 Madrid, Comunidad de;2025M01;15
Otras;13 Madrid, Comunidad de;2024M12;35
Otras;13 Madrid, Comunidad de;2024M11;36
Otras;13 Madrid, Comunidad de;2024M10;24
Otras;13 Madrid, Comunidad de;2024M09;18
Otras;13 Madrid, Comunidad de;2024M08;14
Otras;13 Madrid, Comunidad de;2024M07;23
Otras;13 Madrid, Comunidad de;2024M06;27
Otras;13 Madrid, Comunidad de;2024M05;13
Otras;13 Madrid, Comunidad de;2024M04;34
Otras;13 Madrid, Comunidad de;2024M03;35
Otras;13 Madrid, Comunidad de;2024M02;32
Otras;13 Madrid, Comunidad de;2024M01;29
Otras;13 Madrid, Comunidad de;2023M12;25
Otras;13 Madrid, Comunidad de;2023M11;37
Otras;13 Madrid, Comunidad de;2023M10;29
Otras;13 Madrid, Comunidad de;2023M09;17
Otras;13 Madrid, Comunidad de;2023M08;6
Otras;13 Madrid, Comunidad de;2023M07;26
Otras;13 Madrid, Comunidad de;2023M06;32
Otras;13 Madrid, Comunidad de;2023M05;21
Otras;13 Madrid, Comunidad de;2023M04;26
Otras;13 Madrid, Comunidad de;2023M03;22
Otras;13 Madrid, Comunidad de;2023M02;30
Otras;13 Madrid, Comunidad de;2023M01;19
Otras;13 Madrid, Comunidad de;2022M12;28
Otras;13 Madrid, Comunidad de;2022M11;18
Otras;13 Madrid, Comunidad de;2022M10;24
Otras;13 Madrid, Comunidad de;2022M09;29
Otras;13 Madrid, Comunidad de;2022M08;17
Otras;13 Madrid, Comunidad de;2022M07;34
Otras;13 Madrid, Comunidad de;2022M06;31
Otras;13 Madrid, Comunidad de;2022M05;36
Otras;13 Madrid, Comunidad de;2022M04;20
Otras;13 Madrid, Comunidad de;2022M03;37
Otras;13 Madrid, Comunidad de;2022M02;47
Otras;13 Madrid, Comunidad de;2022M01;23
Otras;13 Madrid, Comunidad de;2021M12;27
Otras;13 Madrid, Comunidad de;2021M11;25
Otras;13 Madrid, Comunidad de;2021M10;28
Otras;13 Madrid, Comunidad de;2021M09;22
Otras;13 Madrid, Comunidad de;2021M08;21
Otras;13 Madrid, Comunidad de;2021M07;28
Otras;13 Madrid, Comunidad de;2021M06;29
Otras;13 Madrid, Comunidad de;2021M05;37
Otras;13 Madrid, Comunidad de;2021M04;38
Otras;13 Madrid, Comunidad de;2021M03;47
Otras;13 Madrid, Comunidad de;2021M02;41
Otras;13 Madrid, Comunidad de;2021M01;27
Otras;13 Madrid, Comunidad de;2020M12;33
Otras;13 Madrid, Comunidad de;2020M11;41
Otras;13 Madrid, Comunidad de;2020M10;46
Otras;13 Madrid, Comunidad de;2020M09;28
Otras;13 Madrid, Comunidad de;2020M08;16
Otras;13 Madrid, Comunidad de;2020M07;26
Otras;13 Madrid, Comunidad de;2020M06;31
Otras;13 Madrid, Comunidad de;2020M05;5
Otras;13 Madrid, Comunidad de;2020M04;9
Otras;13 Madrid, Comunidad de;2020M03;41
Otras;13 Madrid, Comunidad de;2020M02;41
Otras;13 Madrid, Comunidad de;2020M01;29
Otras;13 Madrid, Comunidad de;2019M12;25
Otras;13 Madrid, Comunidad de;2019M11;30
Otras;13 Madrid, Comunidad de;2019M10;39
Otras;13 Madrid, Comunidad de;2019M09;24
Otras;13 Madrid, Comunidad de;2019M08;19
Otras;13 Madrid, Comunidad de;2019M07;30
Otras;13 Madrid, Comunidad de;2019M06;33
Otras;13 Madrid, Comunidad de;2019M05;30
Otras;13 Madrid, Comunidad de;2019M04;33
Otras;13 Madrid, Comunidad de;2019M03;31
Otras;13 Madrid, Comunidad de;2019M02;52
Otras;13 Madrid, Comunidad de;2019M01;26
Otras;13 Madrid, Comunidad de;2018M12;32
Otras;13 Madrid, Comunidad de;2018M11;38
Otras;13 Madrid, Comunidad de;2018M10;54
Otras;13 Madrid, Comunidad de;2018M09;21
Otras;13 Madrid, Comunidad de;2018M08;30
Otras;13 Madrid, Comunidad de;2018M07;29
Otras;13 Madrid, Comunidad de;2018M06;45
Otras;13 Madrid, Comunidad de;2018M05;47
Otras;13 Madrid, Comunidad de;2018M04;34
Otras;13 Madrid, Comunidad de;2018M03;37
Otras;13 Madrid, Comunidad de;2018M02;45
Otras;13 Madrid, Comunidad de;2018M01;46
Otras;13 Madrid, Comunidad de;2017M12;29
Otras;13 Madrid, Comunidad de;2017M11;50
Otras;13 Madrid, Comunidad de;2017M10;44
Otras;13 Madrid, Comunidad de;2017M09;28
Otras;13 Madrid, Comunidad de;2017M08;36
Otras;13 Madrid, Comunidad de;2017M07;41
Otras;13 Madrid, Comunidad de;2017M06;49
Otras;13 Madrid, Comunidad de;2017M05;31
Otras;13 Madrid, Comunidad de;2017M04;31
Otras;13 Madrid, Comunidad de;2017M03;31
Otras;13 Madrid, Comunidad de;2017M02;42
Otras;13 Madrid, Comunidad de;2017M01;34
Otras;13 Madrid, Comunidad de;2016M12;42
Otras;13 Madrid, Comunidad de;2016M11;28
Otras;13 Madrid, Comunidad de;2016M10;49
Otras;13 Madrid, Comunidad de;2016M09;19
Otras;13 Madrid, Comunidad de;2016M08;25
Otras;13 Madrid, Comunidad de;2016M07;26
Otras;13 Madrid, Comunidad de;2016M06;37
Otras;13 Madrid, Comunidad de;2016M05;26
Otras;13 Madrid, Comunidad de;2016M04;41
Otras;13 Madrid, Comunidad de;2016M03;38
Otras;13 Madrid, Comunidad de;2016M02;38
Otras;13 Madrid, Comunidad de;2016M01;37
Otras;13 Madrid, Comunidad de;2015M12;47
Otras;13 Madrid, Comunidad de;2015M11;41
Otras;13 Madrid, Comunidad de;2015M10;57
Otras;13 Madrid, Comunidad de;2015M09;30
Otras;13 Madrid, Comunidad de;2015M08;31
Otras;13 Madrid, Comunidad de;2015M07;61
Otras;13 Madrid, Comunidad de;2015M06;51
Otras;13 Madrid, Comunidad de;2015M05;57
Otras;13 Madrid, Comunidad de;2015M04;76
Otras;13 Madrid, Comunidad de;2015M03;65
Otras;13 Madrid, Comunidad de;2015M02;52
Otras;13 Madrid, Comunidad de;2015M01;68
Otras;13 Madrid, Comunidad de;2014M12;41
Otras;13 Madrid, Comunidad de;2014M11;58
Otras;13 Madrid, Comunidad de;2014M10;68
Otras;13 Madrid, Comunidad de;2014M09;51
Otras;13 Madrid, Comunidad de;2014M08;17
Otras;13 Madrid, Comunidad de;2014M07;67
Otras;13 Madrid, Comunidad de;2014M06;68
Otras;13 Madrid, Comunidad de;2014M05;44
Otras;13 Madrid, Comunidad de;2014M04;55
Otras;13 Madrid, Comunidad de;2014M03;92
Otras;13 Madrid, Comunidad de;2014M02;69
Otras;13 Madrid, Comunidad de;2014M01;65
Otras;13 Madrid, Comunidad de;2013M12;53
Otras;13 Madrid, Comunidad de;2013M11;49
Otras;13 Madrid, Comunidad de;2013M10;66
Otras;13 Madrid, Comunidad de;2013M09;48
Otras;13 Madrid, Comunidad de;2013M08;23
Otras;13 Madrid, Comunidad de;2013M07;67
Otras;13 Madrid, Comunidad de;2013M06;90
Otras;13 Madrid, Comunidad de;2013M05;67
Otras;13 Madrid, Comunidad de;2013M04;79
Otras;13 Madrid, Comunidad de;2013M03;75
Otras;13 Madrid, Comunidad de;2013M02;58
Otras;13 Madrid, Comunidad de;2013M01;62
Otras;13 Madrid, Comunidad de;2012M12;49
Otras;13 Madrid, Comunidad de;2012M11;51
Otras;13 Madrid, Comunidad de;2012M10;87
Otras;13 Madrid, Comunidad de;2012M09;35
Otras;13 Madrid, Comunidad de;2012M08;25
Otras;13 Madrid, Comunidad de;2012M07;56
Otras;13 Madrid, Comunidad de;2012M06;76
Otras;13 Madrid, Comunidad de;2012M05;55
Otras;13 Madrid, Comunidad de;2012M04;32
Otras;13 Madrid, Comunidad de;2012M03;52
Otras;13 Madrid, Comunidad de;2012M02;57
Otras;13 Madrid, Comunidad de;2012M01;31
Otras;13 Madrid, Comunidad de;2011M12;43
Otras;13 Madrid, Comunidad de;2011M11;31
Otras;13 Madrid, Comunidad de;2011M10;41
Otras;13 Madrid, Comunidad de;2011M09;16
Otras;13 Madrid, Comunidad de;2011M08;34
Otras;13 Madrid, Comunidad de;2011M07;39
Otras;13 Madrid, Comunidad de;2011M06;34
Otras;13 Madrid, Comunidad de;2011M05;37
Otras;13 Madrid, Comunidad de;2011M04;26
Otras;13 Madrid, Comunidad de;2011M03;50
Otras;13 Madrid, Comunidad de;2011M02;38
Otras;13 Madrid, Comunidad de;2011M01;29
Otras;13 Madrid, Comunidad de;2010M12;35
Otras;13 Madrid, Comunidad de;2010M11;26
Otras;13 Madrid, Comunidad de;2010M10;33
Otras;13 Madrid, Comunidad de;2010M09;13
Otras;13 Madrid, Comunidad de;2010M08;5
Otras;13 Madrid, Comunidad de;2010M07;20
Otras;13 Madrid, Comunidad de;2010M06;28
Otras;13 Madrid, Comunidad de;2010M05;18
Otras;13 Madrid, Comunidad de;2010M04;22
Otras;13 Madrid, Comunidad de;2010M03;25
Otras;13 Madrid, Comunidad de;2010M02;12
Otras;13 Madrid, Comunidad de;2010M01;2
Otras;13 Madrid, Comunidad de;2009M12;10
Otras;13 Madrid, Comunidad de;2009M11;19
Otras;13 Madrid, Comunidad de;2009M10;12
Otras;13 Madrid, Comunidad de;2009M09;3
Otras;13 Madrid, Comunidad de;2009M08;9
Otras;13 Madrid, Comunidad de;2009M07;10
Otras;13 Madrid, Comunidad de;2009M06;11
Otras;13 Madrid, Comunidad de;2009M05;6
Otras;13 Madrid, Comunidad de;2009M04;7
Otras;13 Madrid, Comunidad de;2009M03;7
Otras;13 Madrid, Comunidad de;2009M02;3
Otras;13 Madrid, Comunidad de;2009M01;10
Otras;13 Madrid, Comunidad de;2008M12;0
Otras;13 Madrid, Comunidad de;2008M11;12
Otras;13 Madrid, Comunidad de;2008M10;5
Otras;13 Madrid, Comunidad de;2008M09;8
Otras;13 Madrid, Comunidad de;2008M08;3
Otras;13 Madrid, Comunidad de;2008M07;5
Otras;13 Madrid, Comunidad de;2008M06;6
Otras;13 Madrid, Comunidad de;2008M05;7
Otras;13 Madrid, Comunidad de;2008M04;5
Otras;13 Madrid, Comunidad de;2008M03;1
Otras;13 Madrid, Comunidad de;2008M02;7
Otras;13 Madrid, Comunidad de;2008M01;6
Otras;13 Madrid, Comunidad de;2007M12;""
Otras;13 Madrid, Comunidad de;2007M11;""
Otras;13 Madrid, Comunidad de;2007M10;""
Otras;13 Madrid, Comunidad de;2007M09;""
Otras;13 Madrid, Comunidad de;2007M08;""
Otras;13 Madrid, Comunidad de;2007M07;""
Otras;13 Madrid, Comunidad de;2007M06;""
Otras;13 Madrid, Comunidad de;2007M05;""
Otras;13 Madrid, Comunidad de;2007M04;""
Otras;13 Madrid, Comunidad de;2007M03;""
Otras;13 Madrid, Comunidad de;2007M02;""
Otras;13 Madrid, Comunidad de;2007M01;""
Otras;13 Madrid, Comunidad de;2006M12;""
Otras;13 Madrid, Comunidad de;2006M11;""
Otras;13 Madrid, Comunidad de;2006M10;""
Otras;13 Madrid, Comunidad de;2006M09;""
Otras;13 Madrid, Comunidad de;2006M08;""
Otras;13 Madrid, Comunidad de;2006M07;""
Otras;13 Madrid, Comunidad de;2006M06;""
Otras;13 Madrid, Comunidad de;2006M05;""
Otras;13 Madrid, Comunidad de;2006M04;""
Otras;13 Madrid, Comunidad de;2006M03;""
Otras;13 Madrid, Comunidad de;2006M02;""
Otras;13 Madrid, Comunidad de;2006M01;""
Otras;13 Madrid, Comunidad de;2005M12;""
Otras;13 Madrid, Comunidad de;2005M11;""
Otras;13 Madrid, Comunidad de;2005M10;""
Otras;13 Madrid, Comunidad de;2005M09;""
Otras;13 Madrid, Comunidad de;2005M08;""
Otras;13 Madrid, Comunidad de;2005M07;""
Otras;13 Madrid, Comunidad de;2005M06;""
Otras;13 Madrid, Comunidad de;2005M05;""
Otras;13 Madrid, Comunidad de;2005M04;""
Otras;13 Madrid, Comunidad de;2005M03;""
Otras;13 Madrid, Comunidad de;2005M02;""
Otras;13 Madrid, Comunidad de;2005M01;""
Otras;13 Madrid, Comunidad de;2004M12;""
Otras;13 Madrid, Comunidad de;2004M11;""
Otras;13 Madrid, Comunidad de;2004M10;""
Otras;13 Madrid, Comunidad de;2004M09;""
Otras;13 Madrid, Comunidad de;2004M08;""
Otras;13 Madrid, Comunidad de;2004M07;""
Otras;13 Madrid, Comunidad de;2004M06;""
Otras;13 Madrid, Comunidad de;2004M05;""
Otras;13 Madrid, Comunidad de;2004M04;""
Otras;13 Madrid, Comunidad de;2004M03;""
Otras;13 Madrid, Comunidad de;2004M02;""
Otras;13 Madrid, Comunidad de;2004M01;""
Otras;13 Madrid, Comunidad de;2003M12;""
Otras;13 Madrid, Comunidad de;2003M11;""
Otras;13 Madrid, Comunidad de;2003M10;""
Otras;13 Madrid, Comunidad de;2003M09;""
Otras;13 Madrid, Comunidad de;2003M08;""
Otras;13 Madrid, Comunidad de;2003M07;""
Otras;13 Madrid, Comunidad de;2003M06;""
Otras;13 Madrid, Comunidad de;2003M05;""
Otras;13 Madrid, Comunidad de;2003M04;""
Otras;13 Madrid, Comunidad de;2003M03;""
Otras;13 Madrid, Comunidad de;2003M02;""
Otras;13 Madrid, Comunidad de;2003M01;""
Otras;13 Madrid, Comunidad de;2002M12;""
Otras;13 Madrid, Comunidad de;2002M11;""
Otras;13 Madrid, Comunidad de;2002M10;""
Otras;13 Madrid, Comunidad de;2002M09;""
Otras;13 Madrid, Comunidad de;2002M08;""
Otras;13 Madrid, Comunidad de;2002M07;""
Otras;13 Madrid, Comunidad de;2002M06;""
Otras;13 Madrid, Comunidad de;2002M05;""
Otras;13 Madrid, Comunidad de;2002M04;""
Otras;13 Madrid, Comunidad de;2002M03;""
Otras;13 Madrid, Comunidad de;2002M02;""
Otras;13 Madrid, Comunidad de;2002M01;""
Otras;13 Madrid, Comunidad de;2001M12;""
Otras;13 Madrid, Comunidad de;2001M11;""
Otras;13 Madrid, Comunidad de;2001M10;""
Otras;13 Madrid, Comunidad de;2001M09;""
Otras;13 Madrid, Comunidad de;2001M08;""
Otras;13 Madrid, Comunidad de;2001M07;""
Otras;13 Madrid, Comunidad de;2001M06;""
Otras;13 Madrid, Comunidad de;2001M05;""
Otras;13 Madrid, Comunidad de;2001M04;""
Otras;13 Madrid, Comunidad de;2001M03;""
Otras;13 Madrid, Comunidad de;2001M02;""
Otras;13 Madrid, Comunidad de;2001M01;""
Otras;13 Madrid, Comunidad de;2000M12;""
Otras;13 Madrid, Comunidad de;2000M11;""
Otras;13 Madrid, Comunidad de;2000M10;""
Otras;13 Madrid, Comunidad de;2000M09;""
Otras;13 Madrid, Comunidad de;2000M08;""
Otras;13 Madrid, Comunidad de;2000M07;""
Otras;13 Madrid, Comunidad de;2000M06;""
Otras;13 Madrid, Comunidad de;2000M05;""
Otras;13 Madrid, Comunidad de;2000M04;""
Otras;13 Madrid, Comunidad de;2000M03;""
Otras;13 Madrid, Comunidad de;2000M02;""
Otras;13 Madrid, Comunidad de;2000M01;""
Otras;13 Madrid, Comunidad de;1999M12;""
Otras;13 Madrid, Comunidad de;1999M11;""
Otras;13 Madrid, Comunidad de;1999M10;""
Otras;13 Madrid, Comunidad de;1999M09;""
Otras;13 Madrid, Comunidad de;1999M08;""
Otras;13 Madrid, Comunidad de;1999M07;""
Otras;13 Madrid, Comunidad de;1999M06;""
Otras;13 Madrid, Comunidad de;1999M05;""
Otras;13 Madrid, Comunidad de;1999M04;""
Otras;13 Madrid, Comunidad de;1999M03;""
Otras;13 Madrid, Comunidad de;1999M02;""
Otras;13 Madrid, Comunidad de;1999M01;""
Otras;13 Madrid, Comunidad de;1998M12;""
Otras;13 Madrid, Comunidad de;1998M11;""
Otras;13 Madrid, Comunidad de;1998M10;""
Otras;13 Madrid, Comunidad de;1998M09;""
Otras;13 Madrid, Comunidad de;1998M08;""
Otras;13 Madrid, Comunidad de;1998M07;""
Otras;13 Madrid, Comunidad de;1998M06;""
Otras;13 Madrid, Comunidad de;1998M05;""
Otras;13 Madrid, Comunidad de;1998M04;""
Otras;13 Madrid, Comunidad de;1998M03;""
Otras;13 Madrid, Comunidad de;1998M02;""
Otras;13 Madrid, Comunidad de;1998M01;""
Otras;13 Madrid, Comunidad de;1997M12;""
Otras;13 Madrid, Comunidad de;1997M11;""
Otras;13 Madrid, Comunidad de;1997M10;""
Otras;13 Madrid, Comunidad de;1997M09;""
Otras;13 Madrid, Comunidad de;1997M08;""
Otras;13 Madrid, Comunidad de;1997M07;""
Otras;13 Madrid, Comunidad de;1997M06;""
Otras;13 Madrid, Comunidad de;1997M05;""
Otras;13 Madrid, Comunidad de;1997M04;""
Otras;13 Madrid, Comunidad de;1997M03;""
Otras;13 Madrid, Comunidad de;1997M02;""
Otras;13 Madrid, Comunidad de;1997M01;""
Otras;13 Madrid, Comunidad de;1996M12;""
Otras;13 Madrid, Comunidad de;1996M11;""
Otras;13 Madrid, Comunidad de;1996M10;""
Otras;13 Madrid, Comunidad de;1996M09;""
Otras;13 Madrid, Comunidad de;1996M08;""
Otras;13 Madrid, Comunidad de;1996M07;""
Otras;13 Madrid, Comunidad de;1996M06;""
Otras;13 Madrid, Comunidad de;1996M05;""
Otras;13 Madrid, Comunidad de;1996M04;""
Otras;13 Madrid, Comunidad de;1996M03;""
Otras;13 Madrid, Comunidad de;1996M02;""
Otras;13 Madrid, Comunidad de;1996M01;""
