TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,AEROPUERTO_ORIGEN#es,AEROPUERTO_ORIGEN#ca,AEROPUERTO_ORIGEN_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca
01/2017,01/2017,2017-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,78.30,Valor normal,Valor normal,A,,,,
01/2017,01/2017,2017-M01,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
01/2017,01/2017,2017-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
01/2017,01/2017,2017-M01,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,43.01,Valor normal,Valor normal,A,,,,
01/2017,01/2017,2017-M01,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,33.27,Valor normal,Valor normal,A,,,,
01/2017,01/2017,2017-M01,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
01/2017,01/2017,2017-M01,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,23.72,Valor normal,Valor normal,A,,,,
2016,2016,2016,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,34.99,Valor normal,Valor normal,A,,,,
2016,2016,2016,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,17.07,Valor normal,Valor normal,A,,,,
2016,2016,2016,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
2016,2016,2016,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,47.94,Valor normal,Valor normal,A,,,,
2016,2016,2016,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,3.14,Valor normal,Valor normal,A,,,,
2016,2016,2016,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,96.66,Valor normal,Valor normal,A,,,,
2016,2016,2016,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
2016,2016,2016,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.20,Valor normal,Valor normal,A,,,,
2016,2016,2016,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,11.00,Valor normal,Valor normal,A,,,,
2016,2016,2016,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,77.02,Valor normal,Valor normal,A,,,,
2016,2016,2016,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
2016,2016,2016,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,11.98,Valor normal,Valor normal,A,,,,
12/2016,12/2016,2016-M12,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,65.43,Valor normal,Valor normal,A,,,,
12/2016,12/2016,2016-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,6.82,Valor normal,Valor normal,A,,,,
12/2016,12/2016,2016-M12,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
12/2016,12/2016,2016-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,27.75,Valor normal,Valor normal,A,,,,
12/2016,12/2016,2016-M12,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,41.38,Valor normal,Valor normal,A,,,,
12/2016,12/2016,2016-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,58.27,Valor normal,Valor normal,A,,,,
12/2016,12/2016,2016-M12,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
12/2016,12/2016,2016-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
12/2016,12/2016,2016-M12,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,56.44,Valor normal,Valor normal,A,,,,
12/2016,12/2016,2016-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,26.05,Valor normal,Valor normal,A,,,,
12/2016,12/2016,2016-M12,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
12/2016,12/2016,2016-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,17.51,Valor normal,Valor normal,A,,,,
11/2016,11/2016,2016-M11,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,57.84,Valor normal,Valor normal,A,,,,
11/2016,11/2016,2016-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,8.16,Valor normal,Valor normal,A,,,,
11/2016,11/2016,2016-M11,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
11/2016,11/2016,2016-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,34.01,Valor normal,Valor normal,A,,,,
11/2016,11/2016,2016-M11,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,10.99,Valor normal,Valor normal,A,,,,
11/2016,11/2016,2016-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,88.93,Valor normal,Valor normal,A,,,,
11/2016,11/2016,2016-M11,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
11/2016,11/2016,2016-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
11/2016,11/2016,2016-M11,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,40.19,Valor normal,Valor normal,A,,,,
11/2016,11/2016,2016-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,38.58,Valor normal,Valor normal,A,,,,
11/2016,11/2016,2016-M11,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
11/2016,11/2016,2016-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,21.23,Valor normal,Valor normal,A,,,,
10/2016,10/2016,2016-M10,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,42.58,Valor normal,Valor normal,A,,,,
10/2016,10/2016,2016-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,18.81,Valor normal,Valor normal,A,,,,
10/2016,10/2016,2016-M10,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
10/2016,10/2016,2016-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,38.61,Valor normal,Valor normal,A,,,,
10/2016,10/2016,2016-M10,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,2.21,Valor normal,Valor normal,A,,,,
10/2016,10/2016,2016-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,97.77,Valor normal,Valor normal,A,,,,
10/2016,10/2016,2016-M10,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
10/2016,10/2016,2016-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
10/2016,10/2016,2016-M10,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,10.11,Valor normal,Valor normal,A,,,,
10/2016,10/2016,2016-M10,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,82.33,Valor normal,Valor normal,A,,,,
10/2016,10/2016,2016-M10,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
10/2016,10/2016,2016-M10,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,7.57,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,21.77,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,18.32,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,59.91,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,2.95,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,96.69,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,0.36,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,6.42,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,82.23,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
09/2016,09/2016,2016-M09,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,11.35,Valor normal,Valor normal,A,,,,
08/2016,08/2016,2016-M08,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,17.65,Valor normal,Valor normal,A,,,,
08/2016,08/2016,2016-M08,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,20.71,Valor normal,Valor normal,A,,,,
08/2016,08/2016,2016-M08,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
08/2016,08/2016,2016-M08,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,61.64,Valor normal,Valor normal,A,,,,
08/2016,08/2016,2016-M08,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,1.46,Valor normal,Valor normal,A,,,,
08/2016,08/2016,2016-M08,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,98.30,Valor normal,Valor normal,A,,,,
08/2016,08/2016,2016-M08,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
08/2016,08/2016,2016-M08,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
08/2016,08/2016,2016-M08,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,4.78,Valor normal,Valor normal,A,,,,
08/2016,08/2016,2016-M08,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,82.40,Valor normal,Valor normal,A,,,,
08/2016,08/2016,2016-M08,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
08/2016,08/2016,2016-M08,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,12.83,Valor normal,Valor normal,A,,,,
07/2016,07/2016,2016-M07,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,17.28,Valor normal,Valor normal,A,,,,
07/2016,07/2016,2016-M07,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,22.24,Valor normal,Valor normal,A,,,,
07/2016,07/2016,2016-M07,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
07/2016,07/2016,2016-M07,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,60.48,Valor normal,Valor normal,A,,,,
07/2016,07/2016,2016-M07,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,2.07,Valor normal,Valor normal,A,,,,
07/2016,07/2016,2016-M07,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,97.78,Valor normal,Valor normal,A,,,,
07/2016,07/2016,2016-M07,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
07/2016,07/2016,2016-M07,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
07/2016,07/2016,2016-M07,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,4.99,Valor normal,Valor normal,A,,,,
07/2016,07/2016,2016-M07,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,83.29,Valor normal,Valor normal,A,,,,
07/2016,07/2016,2016-M07,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
07/2016,07/2016,2016-M07,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,11.72,Valor normal,Valor normal,A,,,,
06/2016,06/2016,2016-M06,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,30.74,Valor normal,Valor normal,A,,,,
06/2016,06/2016,2016-M06,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,22.55,Valor normal,Valor normal,A,,,,
06/2016,06/2016,2016-M06,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
06/2016,06/2016,2016-M06,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,46.72,Valor normal,Valor normal,A,,,,
06/2016,06/2016,2016-M06,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,1.67,Valor normal,Valor normal,A,,,,
06/2016,06/2016,2016-M06,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,98.30,Valor normal,Valor normal,A,,,,
06/2016,06/2016,2016-M06,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
06/2016,06/2016,2016-M06,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
06/2016,06/2016,2016-M06,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,7.27,Valor normal,Valor normal,A,,,,
06/2016,06/2016,2016-M06,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,83.71,Valor normal,Valor normal,A,,,,
06/2016,06/2016,2016-M06,Total,Total,_T,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,100.00,Valor normal,Valor normal,A,,,,
06/2016,06/2016,2016-M06,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,9.02,Valor normal,Valor normal,A,,,,
05/2016,05/2016,2016-M05,Illes Balears,Illes Balears,IB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,37.67,Valor normal,Valor normal,A,,,,
05/2016,05/2016,2016-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,18.05,Valor normal,Valor normal,A,,,,
05/2016,05/2016,2016-M05,Total,Total,_T,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,100.00,Valor normal,Valor normal,A,,,,
05/2016,05/2016,2016-M05,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XES53,44.28,Valor normal,Valor normal,A,,,,
05/2016,05/2016,2016-M05,Illes Balears,Illes Balears,IB,Extranjero,Estranger,FOREIGN,1.97,Valor normal,Valor normal,A,,,,
05/2016,05/2016,2016-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjero,Estranger,FOREIGN,97.90,Valor normal,Valor normal,A,,,,
05/2016,05/2016,2016-M05,Total,Total,_T,Extranjero,Estranger,FOREIGN,100.00,Valor normal,Valor normal,A,,,,
05/2016,05/2016,2016-M05,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Extranjero,Estranger,FOREIGN,,Baja fiabilidad,Baixa fiabilitat,U,,,,
05/2016,05/2016,2016-M05,Illes Balears,Illes Balears,IB,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,8.25,Valor normal,Valor normal,A,,,,
05/2016,05/2016,2016-M05,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Extranjeros y España (excluida Illes Balears),Estrangers i Espanya (exclosa Illes Balears),_T_XES53,83.86,Valor normal,Valor normal,A,,,,
