MEDIDAS#es,MEDIDAS#ca,MEDIDAS_CODE,TIME_PERIOD#es,TIME_PERIOD#ca,TIME_PERIOD_CODE,LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA#ca,LUGAR_RESIDENCIA_CODE,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#es,MOTIVO_PRINCIPAL_VIAJE_TURISTICO#ca,MOTIVO_PRINCIPAL_VIAJE_TURISTICO_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#ca,NOTAS_OBSERVACION#es,NOTAS_OBSERVACION#ca,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION#ca,ESTADO_OBSERVACION_CODE
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,39730,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,19975,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,102924,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,-1.72,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,181.26,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,77.92,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-26.54,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,95914,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,13381,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,8858,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,73675,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,0.70,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,202.12,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,123.86,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-15.18,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Alemania,Alemanya,DE,Total,Total,_T,43510,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,4852,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,3135,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,35523,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Alemania,Alemanya,DE,Total,Total,_T,-22.49,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,154.67,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,,,,,Valor no disponible,Valor no disponible,O
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-33.90,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,66715,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,26349,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,11117,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,29249,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,-4.99,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,171.73,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,52.92,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-45.07,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,34916,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,4102,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,4740,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,26074,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Total,Total,_T,39.76,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,139.56,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,48.90,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Otros países o territorios del Mundo (excluida España),Altres països o territoris del Món (exclosa Espanya),5000_XES_O,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,29.80,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Reino Unido,Regne Unit,GB,Total,Total,_T,17488,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,4427,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,983,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,12/2015,12/2015,2015-M12,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,12078,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Reino Unido,Regne Unit,GB,Total,Total,_T,23.74,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Reino Unido,Regne Unit,GB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,445.52,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Reino Unido,Regne Unit,GB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,,,,,,Valor no disponible,Valor no disponible,O
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,12/2015,12/2015,2015-M12,Reino Unido,Regne Unit,GB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-7.34,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,207536,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,29138,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,26054,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,152344,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Total,Total,_T,-6.82,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,2.40,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,10.62,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Mundo (excluida Illes Balears),Món (exclosa Illes Balears),5000_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-10.76,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,125595,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,4998,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,9031,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,111566,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Total,Total,_T,-8.44,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,-27.98,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,-18.73,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Mundo (excluida España),Món (exclosa Espanya),5000_XES,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-6.34,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Alemania,Alemanya,DE,Total,Total,_T,79886,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,,,,,Baja fiabilidad,Baixa fiabilitat,U
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,4924,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,73653,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Alemania,Alemanya,DE,Total,Total,_T,-3.94,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Alemania,Alemanya,DE,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,,,,,,Valor no disponible,Valor no disponible,O
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Alemania,Alemanya,DE,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,7.53,,,,,Valor normal,Valor normal,A
Turistas. Tasa de variación anual,Turistes. Taxa de variació anual,TURISTAS_TVA,11/2015,11/2015,2015-M11,Alemania,Alemanya,DE,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,-4.67,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Total,Total,_T,81941,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Todos los motivos personales, excepto vacaciones, recreo y ocio","Tots els motius personals, excepte vacances, esbarjo i oci",PERSONAL_S3,24139,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,Negocios y motivos profesionales,Negocis i motius professionals,PROFESIONAL,17023,,,,,Valor normal,Valor normal,A
Turistas,Turistes,TURISTAS,11/2015,11/2015,2015-M11,España (excluida Illes Balears),Espanya (exclosa Illes Balears),ES_XIB,"Vacaciones, recreo y ocio","Vacances, esbarjo i oci",VACACIONES,40778,,,,,Valor normal,Valor normal,A
